CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,NB_Attr1,NB_Attr2,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Total_Interaction,Spending_Ratio,Transaction_Frequency
708790833,0,42,0,5,1.0,5.0,31,5,3,2,6748.0,1467,5281.0,0.831,1201,42,0.68,0.217,0.00019094,0.99981,False,False,True,False,False,False,5,0.17795228922803377,1.3125
710821833,0,65,0,1,0.0,2.0,54,6,2,3,9095.0,1587,7508.0,1.433,1314,26,1.364,0.174,0.00019751,0.9998,True,False,False,False,False,False,5,0.14445910290237468,0.4727272727272727
710599683,0,56,0,1,3.0,4.0,36,3,6,0,11751.0,0,11751.0,3.397,1539,17,3.25,0.0,4.7799e-05,0.99995,False,True,False,False,False,False,6,0.13095643294758338,0.4594594594594595
816082233,0,35,0,3,4.0,3.0,30,5,1,3,8547.0,1666,6881.0,1.163,1311,33,2.0,0.195,9.6126e-05,0.9999,False,False,True,False,False,False,4,0.15336920917173608,1.064516129032258
712396908,0,57,1,2,4.0,1.0,48,5,2,2,2436.0,680,1756.0,1.19,1570,29,0.611,0.279,0.00011382,0.99989,True,False,False,False,False,False,4,0.6442347148132951,0.5918367346938775
714885258,0,44,0,4,0.0,4.0,37,5,1,2,4234.0,972,3262.0,1.707,1348,27,1.7,0.23,6.3492e-05,0.99994,False,False,True,False,False,False,3,0.3182998819362456,0.7105263157894737
709967358,0,48,0,4,5.0,4.0,36,6,2,3,30367.0,2362,28005.0,1.708,1671,27,0.929,0.078,0.00023623,0.99976,False,True,False,False,False,False,5,0.055025026343519495,0.7297297297297297
753327333,0,41,0,3,0.0,4.0,34,4,4,1,13535.0,1291,12244.0,0.653,1028,21,1.625,0.095,0.00014953,0.99985,True,False,False,False,False,False,5,0.07594562647754137,0.6
806160108,0,61,0,1,2.0,2.0,56,2,2,3,3193.0,2517,676.0,1.831,1336,30,1.143,0.788,0.00017468,0.99983,True,False,False,False,False,False,5,0.41828428303068255,0.5263157894736842
709327383,0,45,1,2,4.0,0.0,37,6,1,2,14470.0,1157,13313.0,0.966,1207,21,0.909,0.08,5.5077e-05,0.99994,True,False,False,False,False,False,3,0.08340819570174833,0.5526315789473685
806165208,0,47,0,1,6.0,3.0,42,5,2,0,20979.0,1800,19179.0,0.906,1178,27,0.929,0.086,5.703e-05,0.99994,False,False,False,False,False,False,2,0.0561487130600572,0.627906976744186
708508758,1,62,1,0,4.0,1.0,49,2,3,3,1438.3,0,1438.3,1.047,692,16,0.6,0.0,0.99616,0.0038363,True,False,False,False,False,False,6,0.4807892725630515,0.32
784725333,0,41,0,3,2.0,2.0,33,4,2,1,4470.0,680,3790.0,1.608,931,18,1.571,0.152,6.9242e-05,0.99993,True,False,False,False,False,False,3,0.20823082084544844,0.5294117647058824
811604133,0,47,1,4,0.0,1.0,36,3,3,2,2492.0,1560,932.0,0.573,1126,23,0.353,0.626,0.00020735,0.99979,False,True,False,False,False,False,5,0.45166466105094266,0.6216216216216216
789124683,0,54,0,2,0.0,4.0,42,4,2,3,12217.0,0,12217.0,1.075,1110,21,0.75,0.0,0.00021042,0.99979,True,False,False,False,False,False,5,0.09084956621378294,0.4883720930232558
771071958,0,41,1,3,4.0,1.0,28,6,1,2,7768.0,1669,6099.0,0.797,1051,22,0.833,0.215,5.7151e-05,0.99994,False,True,False,False,False,False,3,0.1352812459776033,0.7586206896551724
720466383,0,59,0,1,2.0,2.0,46,4,1,2,14784.0,1374,13410.0,0.921,1197,23,1.3,0.093,5.0256e-05,0.99995,False,False,True,False,False,False,3,0.08096043287115319,0.48936170212765956
804424383,0,63,0,1,0.0,3.0,56,3,3,2,10215.0,1010,9205.0,0.843,1904,40,1.0,0.099,0.00018558,0.99981,True,False,False,False,False,False,5,0.18637431480031325,0.7017543859649122
718813833,0,44,1,3,1.0,0.0,34,5,2,2,10100.0,0,10100.0,0.525,1052,18,1.571,0.0,0.00012144,0.99988,False,True,False,False,False,False,4,0.10414810414810415,0.5142857142857142
806624208,0,47,0,4,2.0,2.0,42,6,0,0,4785.0,1362,3423.0,0.739,1045,38,0.9,0.285,7.6642e-06,0.99999,True,False,False,False,False,False,0,0.21834517342248225,0.8837209302325582
778348233,0,53,0,3,0.0,4.0,33,3,2,3,2753.0,1811,942.0,0.977,1038,25,2.571,0.658,0.00021834,0.99978,True,False,False,False,False,False,5,0.3769063180827887,0.7352941176470589
712991808,0,53,0,2,1.0,3.0,48,2,5,1,2451.0,1690,761.0,1.323,1596,26,1.6,0.69,0.00012458,0.99988,True,False,False,False,False,False,6,0.6508972267536705,0.5306122448979592
709029408,0,41,0,4,4.0,3.0,36,4,1,2,8923.0,2517,6406.0,1.726,1589,24,1.667,0.282,5.7762e-05,0.99994,True,False,False,False,False,False,3,0.17805916629314208,0.6486486486486487
788658483,0,53,1,2,3.0,1.0,38,5,2,3,2650.0,1490,1160.0,1.75,1411,28,1.0,0.562,0.00018612,0.99981,True,False,False,False,False,False,5,0.5322519803847605,0.717948717948718
787937058,0,58,0,0,4.0,4.0,49,6,2,2,12555.0,1696,10859.0,0.519,1291,24,0.714,0.135,9.7673e-05,0.9999,True,False,False,False,False,False,4,0.10281936922586811,0.48
715318008,0,55,1,1,3.0,1.0,36,4,2,1,3520.0,1914,1606.0,0.51,1407,43,0.483,0.544,6.2639e-05,0.99994,False,True,False,False,False,False,3,0.3996023856858847,1.162162162162162
713962233,0,55,1,3,4.0,1.0,36,6,2,3,3035.0,2298,737.0,1.724,1877,37,1.176,0.757,0.00019864,0.9998,True,False,False,False,False,False,5,0.6182476943346509,1.0
785432733,0,42,1,4,2.0,1.0,36,2,3,3,15433.0,0,15433.0,0.865,966,22,1.2,0.0,0.00035532,0.99964,True,False,False,True,False,False,6,0.06258908902423221,0.5945945945945946
715190283,0,57,1,1,4.0,2.0,49,3,3,2,3672.0,886,2786.0,1.32,1464,28,0.556,0.241,0.00016883,0.99983,False,False,True,False,False,False,5,0.39858426354478627,0.56
708300483,1,66,1,0,6.0,0.0,56,5,4,3,7882.0,605,7277.0,1.052,704,16,0.143,0.077,0.9978,0.00219708,True,False,False,False,False,False,7,0.08930610173791703,0.2807017543859649
827111283,0,45,0,3,4.0,4.0,41,2,2,2,32426.0,578,31848.0,1.042,1109,28,0.474,0.018,0.00011811,0.99988,False,True,False,False,False,False,4,0.03419989514910414,0.6666666666666666
758551608,0,51,0,2,0.0,2.0,44,4,1,0,6205.0,2204,4001.0,0.803,1347,28,0.556,0.355,2.2331e-05,0.99998,True,False,False,False,False,False,1,0.21704801804705123,0.6222222222222222
773146383,0,50,1,1,3.0,2.0,43,3,2,3,17304.0,2517,14787.0,1.449,1756,33,1.2,0.145,0.00015785,0.99984,False,True,False,False,False,True,5,0.1014735625541751,0.75
778493808,0,49,0,3,2.0,3.0,37,5,2,1,3906.0,0,3906.0,1.214,1756,32,1.0,0.0,6.9242e-05,0.99993,True,False,False,False,False,False,3,0.44944970565651393,0.8421052631578947
720572508,0,38,1,4,4.0,0.0,28,2,3,3,9830.0,2055,7775.0,0.977,1042,23,0.917,0.209,0.00031726,0.99968,False,True,False,False,False,False,6,0.10599125216152985,0.7931034482758621
712661433,0,49,0,4,1.0,4.0,30,3,2,3,34516.0,0,34516.0,1.621,1444,28,1.333,0.0,0.00020643,0.99979,False,True,False,False,False,False,5,0.04183445838282585,0.9032258064516129
789172683,0,56,0,2,6.0,3.0,45,6,2,0,2283.0,1430,853.0,2.316,1741,27,0.588,0.626,6.0759e-05,0.99994,True,False,False,False,False,False,2,0.7622591943957968,0.5869565217391305
738406533,0,59,0,1,6.0,2.0,52,3,2,2,2548.0,2020,528.0,2.357,1719,27,1.7,0.793,0.0001546,0.99985,True,False,False,False,False,False,4,0.6743821106316202,0.5094339622641509
799723908,0,46,0,3,2.0,4.0,40,4,3,3,19458.0,1435,18023.0,0.787,1217,27,0.8,0.074,0.00030516,0.99969,True,False,False,False,False,False,6,0.06254175445809138,0.6585365853658537
771490833,0,52,0,1,3.0,4.0,40,5,1,1,4745.0,1227,3518.0,0.624,1140,40,0.6,0.259,3.031e-05,0.99997,False,True,False,False,False,False,2,0.2402022756005057,0.975609756097561
720756708,0,52,1,3,0.0,1.0,41,6,3,2,2622.0,1549,1073.0,1.321,1878,30,1.143,0.591,0.00020516,0.99979,True,False,False,False,False,False,5,0.7159740754860846,0.7142857142857143
779471883,1,54,1,1,4.0,1.0,40,2,3,1,1438.3,808,630.3,0.997,705,19,0.9,0.562,0.99028,0.00972,True,False,False,False,False,False,4,0.4898214409782533,0.4634146341463415
711525033,0,66,1,0,2.0,1.0,54,3,4,2,3171.0,2179,992.0,1.224,1946,38,1.923,0.687,0.00018134,0.99982,True,False,False,False,False,False,6,0.6134930643127364,0.6909090909090909
712813458,0,49,0,2,0.0,5.0,36,4,2,0,19763.0,2517,17246.0,0.664,1414,35,0.25,0.127,4.6151e-05,0.99995,True,False,False,False,False,False,2,0.07154422181744587,0.9459459459459459
714374133,1,56,0,2,4.0,5.0,36,1,3,3,15769.0,0,15769.0,1.041,602,15,0.364,0.0,0.99671,0.00329379,True,False,False,False,False,False,6,0.03817374762206722,0.40540540540540543
717891558,0,49,1,4,4.0,1.0,36,6,4,2,3298.0,2200,1098.0,0.678,1052,32,0.6,0.667,0.00022797,0.99977,False,False,True,False,False,False,6,0.31888451045771443,0.8648648648648649
716632758,0,49,1,3,4.0,1.0,36,2,2,0,2802.0,2363,439.0,0.75,1295,40,0.6,0.843,4.3568e-05,0.99996,False,True,False,False,False,False,2,0.4620049946485908,1.0810810810810811
768563658,0,56,0,2,1.0,2.0,50,4,2,3,4458.0,1880,2578.0,1.107,1424,29,1.417,0.422,0.00019683,0.9998,True,False,False,False,False,False,5,0.31935411527248264,0.5686274509803921
711427458,0,44,1,5,4.0,0.0,35,4,1,2,6273.0,978,5295.0,2.275,1359,25,1.083,0.156,5.6861e-05,0.99994,True,False,False,False,False,False,3,0.216608224418234,0.6944444444444444
714091983,0,42,0,2,2.0,3.0,34,4,4,3,3336.0,1753,1583.0,0.69,1168,27,1.25,0.525,0.00035539,0.99964,False,True,False,False,False,False,7,0.35001498351813004,0.7714285714285715
787584108,0,55,0,3,0.0,4.0,47,4,2,3,3436.0,2016,1420.0,0.901,1097,33,0.833,0.587,0.00021834,0.99978,True,False,False,False,False,False,5,0.3191736979924353,0.6875
712030833,1,48,0,2,4.0,3.0,35,2,4,4,34516.0,0,34516.0,0.763,691,15,0.5,0.0,0.99823,0.00177065,True,False,False,False,False,True,8,0.020019121012834255,0.4166666666666667
711481533,0,39,0,1,2.0,3.0,33,5,3,3,5926.0,1251,4675.0,0.944,1316,28,1.154,0.211,0.00027604,0.99972,False,False,False,False,False,False,6,0.22203475620043867,0.8235294117647058
710082708,0,44,0,4,5.0,5.0,32,2,4,2,23957.0,2102,21855.0,0.997,1276,26,0.733,0.088,0.00026824,0.99973,False,True,False,False,False,False,6,0.05325987144168962,0.7878787878787878
708155733,0,53,0,2,2.0,5.0,44,4,2,2,14734.0,1634,13100.0,0.989,1289,23,0.917,0.111,0.00011065,0.99989,False,True,False,False,False,False,4,0.08747879199185613,0.5111111111111111
788979258,0,51,0,4,1.0,4.0,38,4,1,4,34516.0,1515,33001.0,0.592,1293,32,0.6,0.044,0.00015398,0.99985,False,True,False,False,False,True,5,0.03745980241620071,0.8205128205128205
807986133,0,57,0,2,3.0,3.0,52,5,3,3,6584.0,1817,4767.0,0.62,1353,35,0.667,0.276,0.00029411,0.99971,True,False,False,False,False,False,6,0.20546697038724374,0.660377358490566
788730933,0,44,1,2,1.0,1.0,20,6,3,3,2084.0,1468,616.0,1.004,1132,28,0.556,0.704,0.00031104,0.99969,False,True,False,False,False,False,6,0.5429256594724221,1.3333333333333333
711314058,0,49,0,2,4.0,3.0,32,2,2,2,1687.0,1107,580.0,1.715,1670,17,2.4,0.656,0.00011382,0.99989,True,False,False,False,False,False,4,0.9893364928909952,0.5151515151515151
717975333,0,50,0,2,6.0,4.0,38,6,2,2,25300.0,1330,23970.0,1.072,837,15,2.0,0.053,0.00016471,0.99984,True,False,False,False,False,False,4,0.03308169637563733,0.38461538461538464
715971108,0,51,0,4,4.0,5.0,42,3,2,3,34516.0,1763,32753.0,1.266,1550,41,1.05,0.051,0.00020077,0.9998,False,True,False,False,False,False,5,0.04490540892893357,0.9534883720930233
720096558,0,55,1,2,4.0,1.0,42,5,3,3,2216.0,1034,1182.0,0.758,1540,36,0.286,0.467,0.00030251,0.9997,True,False,False,False,False,False,6,0.6946323861073522,0.8372093023255814
719580033,0,54,0,1,4.0,3.0,43,4,2,3,2910.0,2030,880.0,0.769,1256,21,0.4,0.698,0.00017969,0.99982,False,False,True,False,False,False,5,0.4314668498797664,0.4772727272727273
820582308,0,42,0,5,1.0,4.0,37,6,2,2,22913.0,1528,21385.0,0.414,1394,35,0.522,0.067,0.00012082,0.99988,True,False,False,False,False,False,4,0.06083617002705769,0.9210526315789473
789973308,0,44,0,1,3.0,3.0,35,3,3,3,24312.0,1932,22380.0,1.312,1341,24,1.182,0.079,0.00027607,0.99972,False,True,False,False,False,False,6,0.05515567803232838,0.6666666666666666
712876233,0,53,0,2,4.0,4.0,36,5,3,2,5272.0,1515,3757.0,0.857,1289,33,0.435,0.287,0.00017987,0.99982,False,True,False,False,False,False,5,0.24445287312725203,0.8918918918918919
804595158,0,44,1,4,4.0,1.0,36,6,4,2,7000.0,2517,4483.0,0.475,1112,23,1.875,0.36,0.00022797,0.99977,False,True,False,False,False,False,6,0.15883445222111128,0.6216216216216216
714826758,0,37,1,3,1.0,1.0,29,4,4,2,7038.0,1801,5237.0,0.751,2339,57,0.966,0.256,0.00023192,0.99977,False,True,False,False,False,False,6,0.3322915186816309,1.9
779058108,0,49,0,3,4.0,3.0,30,6,1,2,2536.0,1823,713.0,0.703,1468,23,0.353,0.719,5.7151e-05,0.99994,False,False,False,False,False,False,3,0.5786361844698463,0.7419354838709677
710790258,0,47,0,2,4.0,4.0,38,6,3,2,28904.0,1899,27005.0,0.85,1334,35,0.4,0.066,0.00017987,0.99982,True,False,False,False,False,False,5,0.04615118491610448,0.8974358974358975
715623483,0,47,0,3,4.0,3.0,37,4,4,0,8567.0,1695,6872.0,1.242,1457,41,1.412,0.198,8.3212e-05,0.99992,True,False,False,False,False,False,4,0.1700513538748833,1.0789473684210527
715156383,0,44,0,1,0.0,5.0,36,6,2,2,34516.0,1533,32983.0,0.924,1603,29,0.526,0.044,0.00011743,0.99988,False,False,True,False,False,False,4,0.04644088420198743,0.7837837837837838
711013983,1,55,1,4,0.0,2.0,45,2,4,3,2158.0,0,2158.0,0.585,615,12,0.714,0.0,0.99763,0.00236635,True,False,False,False,False,False,7,0.28485409911996296,0.2608695652173913
755420433,0,59,1,1,4.0,0.0,52,2,3,3,10133.0,1417,8716.0,0.383,1068,20,0.818,0.14,0.00028395,0.99972,True,False,False,False,False,False,6,0.1053878034339846,0.37735849056603776
794543958,0,53,0,1,4.0,4.0,35,5,4,2,34516.0,1219,33297.0,1.129,1590,27,2.0,0.035,0.00020404,0.9998,False,False,False,False,False,False,6,0.04606425819161573,0.75
716396358,0,52,0,2,4.0,3.0,47,5,3,0,3085.0,1910,1175.0,0.921,1531,35,0.667,0.619,6.6354e-05,0.99993,True,False,False,False,False,False,3,0.49611147116007775,0.7291666666666666
715398033,0,53,0,2,2.0,5.0,35,4,2,1,19040.0,2056,16984.0,0.607,1212,31,0.722,0.108,6.6728e-05,0.99993,False,True,False,False,False,False,3,0.06365211911139121,0.8611111111111112
711743883,0,43,1,3,1.0,1.0,35,5,2,3,4026.0,0,4026.0,0.483,1237,32,0.6,0.0,0.00020424,0.9998,False,True,False,False,False,False,5,0.30717655823193446,0.8888888888888888
719720058,0,44,0,3,2.0,3.0,31,4,3,1,12756.0,837,11919.0,1.932,1413,14,1.8,0.066,0.00010943,0.99989,False,True,False,False,False,False,4,0.11076271850748609,0.4375
778992108,0,57,0,2,0.0,5.0,45,5,3,3,5266.0,0,5266.0,1.702,1516,29,1.636,0.0,0.00033251,0.99967,True,False,False,False,False,False,6,0.2878298841845453,0.6304347826086957
717539808,0,51,1,2,2.0,1.0,36,3,2,2,9930.0,0,9930.0,0.731,1276,21,1.333,0.0,0.00011065,0.99989,False,True,False,False,False,False,4,0.12848655724499045,0.5675675675675675
714070758,0,49,0,4,2.0,4.0,38,4,3,0,31302.0,1953,29349.0,0.875,1564,35,2.182,0.062,6.765e-05,0.99993,False,True,False,False,False,False,3,0.04996326230712711,0.8974358974358975
714107958,0,45,0,1,4.0,2.0,36,4,4,3,6576.0,0,6576.0,0.579,1465,34,0.619,0.0,0.00034315,0.99966,False,True,False,False,False,False,7,0.22274593279610766,0.918918918918919
789140283,0,53,0,0,4.0,4.0,42,5,4,1,2664.0,2037,627.0,0.85,1286,29,0.933,0.765,0.0001125,0.99989,False,True,False,False,False,False,5,0.4825515947467167,0.6744186046511628
715550508,0,45,1,3,0.0,0.0,28,5,1,2,2535.0,2440,95.0,1.705,1312,20,1.222,0.963,6.282e-05,0.99994,True,False,False,False,False,False,3,0.5173501577287066,0.6896551724137931
719712633,0,64,0,1,4.0,1.0,52,6,4,3,1709.0,895,814.0,1.656,1673,32,0.882,0.524,0.00034315,0.99966,True,False,False,False,False,False,7,0.9783625730994152,0.6037735849056604
772629333,0,45,0,3,4.0,2.0,35,5,4,2,3454.0,1200,2254.0,0.597,1313,30,0.304,0.347,0.00022556,0.99977,True,False,False,False,False,False,6,0.3800289435600579,0.8333333333333334
720336708,0,53,0,3,6.0,2.0,35,5,3,2,3789.0,1706,2083.0,1.047,1609,42,0.68,0.45,0.00027008,0.99973,True,False,False,False,False,False,5,0.4245382585751979,1.1666666666666667
802013583,0,56,0,3,3.0,5.0,50,3,2,0,9689.0,2250,7439.0,0.576,1158,19,0.727,0.232,4.2358e-05,0.99996,True,False,False,False,False,False,2,0.1195046439628483,0.37254901960784315
711887583,1,47,0,2,0.0,4.0,37,2,3,3,5449.0,1628,3821.0,0.696,836,18,0.385,0.299,0.997,0.00299743,True,False,False,False,False,False,6,0.15339449541284403,0.47368421052631576
714778833,0,49,1,3,3.0,0.0,43,4,4,0,23032.0,1960,21072.0,0.619,1289,22,1.0,0.085,8.0901e-05,0.99992,False,True,False,False,False,False,4,0.05596318325880259,0.5
713843283,0,41,1,3,0.0,0.0,34,5,3,3,34516.0,2053,32463.0,1.034,1487,26,0.733,0.059,0.00031177,0.99969,True,False,False,False,False,True,6,0.043080221340209175,0.7428571428571429
779155158,0,53,0,3,4.0,5.0,34,6,2,2,2940.0,1264,1676.0,0.562,1259,33,0.5,0.43,0.00011811,0.99988,True,False,False,False,False,False,4,0.42808568514110845,0.9428571428571428
721091583,0,44,1,2,4.0,1.0,32,3,3,3,3031.0,1879,1152.0,0.788,1298,15,1.5,0.62,0.00030251,0.9997,False,True,False,False,False,False,6,0.42810026385224276,0.45454545454545453
713572683,0,44,0,3,2.0,3.0,25,3,3,0,1862.0,0,1862.0,0.883,1226,34,0.789,0.0,6.6935e-05,0.99993,False,False,True,False,False,False,3,0.6580783682232958,1.3076923076923077
716657058,0,43,1,4,5.0,1.0,33,2,3,3,8358.0,926,7432.0,0.762,1566,37,0.542,0.111,0.00037329,0.99963,True,False,False,False,False,False,6,0.1873429836104797,1.088235294117647
779509983,0,53,0,2,5.0,5.0,36,6,1,2,34516.0,931,33585.0,0.828,1022,21,1.1,0.027,6.4807e-05,0.99994,False,True,False,False,False,False,3,0.029608598661529102,0.5675675675675675
717929133,0,44,0,1,1.0,3.0,36,5,2,3,14450.0,2440,12010.0,1.283,1235,30,0.667,0.169,0.00018475,0.99982,True,False,False,False,False,False,5,0.08546121375683344,0.8108108108108109
808284783,0,62,1,1,0.0,1.0,56,6,0,0,1438.3,0,1438.3,0.813,1951,44,1.095,0.0,7.7559e-06,0.99999,True,False,False,False,False,False,0,1.35552004446606,0.7719298245614035
708476808,0,54,0,4,0.0,5.0,36,6,3,2,33791.0,1960,31831.0,0.618,1047,31,0.824,0.058,0.00020735,0.99979,False,False,False,False,False,False,5,0.030983664772727272,0.8378378378378378
710916408,0,57,0,4,4.0,3.0,39,4,3,0,8466.0,1886,6580.0,0.56,1342,32,0.391,0.223,6.9589e-05,0.99993,True,False,False,False,False,False,3,0.1584976969410653,0.8
708492558,0,42,0,3,0.0,3.0,36,5,3,3,15088.0,865,14223.0,0.939,1107,21,1.625,0.057,0.00034503,0.99965,True,False,False,False,False,False,6,0.07336470276360263,0.5675675675675675
799825758,0,42,0,4,2.0,3.0,36,5,1,2,3263.0,1674,1589.0,0.588,1251,35,0.346,0.513,5.6153e-05,0.99994,False,False,False,False,False,False,3,0.38327205882352944,0.9459459459459459
718619883,0,54,1,0,1.0,1.0,36,2,2,2,1494.0,706,788.0,1.674,1305,24,3.0,0.473,0.00010043,0.9999,True,False,False,False,False,False,4,0.8729096989966555,0.6486486486486487
711844758,0,48,0,3,4.0,4.0,35,6,1,0,13551.0,1294,12257.0,0.791,1388,37,1.056,0.095,2.1081e-05,0.99998,False,True,False,False,False,False,1,0.10242030696576152,1.0277777777777777
714798783,0,49,0,1,4.0,4.0,36,6,2,2,18886.0,895,17991.0,1.826,1235,18,1.571,0.047,0.00010684,0.99989,False,True,False,False,False,False,4,0.06538889183035951,0.4864864864864865
826762908,0,52,0,3,2.0,4.0,48,3,2,0,11976.0,1273,10703.0,1.024,2089,36,1.118,0.106,4.2354e-05,0.99996,False,False,True,False,False,False,2,0.17441763379811304,0.7346938775510204
771894558,0,50,0,3,2.0,4.0,39,4,1,4,9964.0,1559,8405.0,1.873,1626,25,0.786,0.156,0.00015942,0.99984,False,True,False,False,False,False,5,0.16317109884596087,0.625
721074183,0,49,0,1,6.0,3.0,36,4,6,3,24159.0,1196,22963.0,0.712,1111,24,1.0,0.05,0.00032436,0.99968,True,False,False,False,False,False,9,0.045985099337748345,0.6486486486486487
715259583,0,53,1,2,2.0,1.0,44,3,2,3,5362.0,1901,3461.0,0.816,1553,38,1.0,0.355,0.0001861,0.99981,True,False,False,False,False,False,5,0.2895767294424762,0.8444444444444444
718414008,0,50,0,2,4.0,5.0,36,3,2,2,34516.0,1023,33493.0,1.004,1064,13,0.625,0.03,0.00011382,0.99989,False,True,False,False,False,False,4,0.030825390387345365,0.35135135135135137
719666283,0,55,1,1,6.0,1.0,36,4,1,0,3174.0,1951,1223.0,0.766,1243,29,0.611,0.615,2.7596e-05,0.99997,True,False,False,False,False,False,1,0.39149606299212597,0.7837837837837838
714877233,0,53,0,1,2.0,4.0,47,3,2,2,12262.0,1836,10426.0,1.584,1659,38,1.533,0.15,0.00010386,0.9999,True,False,False,False,False,False,4,0.13528500366957513,0.7916666666666666
785387883,0,47,1,3,2.0,2.0,41,4,3,3,3788.0,1540,2248.0,0.566,1594,47,0.382,0.407,0.00030516,0.99969,False,True,False,False,False,False,6,0.4206914753233043,1.119047619047619
771075258,0,55,0,2,3.0,5.0,42,2,3,2,34516.0,1527,32989.0,0.526,1268,42,0.355,0.044,0.00015801,0.99984,False,True,False,False,False,True,5,0.03673552162702436,0.9767441860465116
711318033,0,47,0,3,4.0,3.0,36,4,2,2,2926.0,0,2926.0,0.676,1304,24,0.846,0.0,0.00011811,0.99988,False,True,False,False,False,False,4,0.4455073454048514,0.6486486486486487
783554958,0,58,0,4,4.0,5.0,52,6,1,0,32090.0,0,32090.0,0.567,1368,30,0.364,0.0,2.1307e-05,0.99998,False,True,False,False,False,False,1,0.04262877442273535,0.5660377358490566
720201033,1,53,0,2,4.0,4.0,41,3,3,2,11669.0,2227,9442.0,0.622,720,23,0.353,0.191,0.99447,0.00553,True,False,False,False,False,False,5,0.061696658097686374,0.5476190476190477
718039683,0,52,0,2,2.0,2.0,45,3,1,2,13532.0,1300,12232.0,0.846,1521,29,1.417,0.096,5.3542e-05,0.99995,False,True,False,False,False,False,3,0.11239193083573487,0.6304347826086957
710806083,0,50,1,1,1.0,1.0,36,4,2,2,11888.0,2090,9798.0,0.7,1137,30,0.765,0.176,9.9255e-05,0.9999,False,False,True,False,False,True,4,0.09563462023719405,0.8108108108108109
714752208,0,42,1,1,4.0,1.0,36,5,1,2,2393.0,1985,408.0,0.788,978,16,0.778,0.83,5.1697e-05,0.99995,True,False,False,False,False,False,3,0.40852130325814534,0.43243243243243246
822063408,0,43,0,4,0.0,2.0,39,5,1,2,6111.0,2517,3594.0,0.632,1221,16,2.2,0.412,6.3492e-05,0.99994,True,False,False,False,False,False,3,0.19977094240837695,0.4
714490308,0,57,0,4,4.0,4.0,46,3,2,3,19270.0,1662,17608.0,1.186,1565,28,1.545,0.086,0.00020077,0.9998,True,False,False,False,False,False,5,0.08121010845311608,0.5957446808510638
